Id,IsDeleted,Name,SetupOwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,cncrgdemo2__Active__c,cncrgdemo2__Article_Type_API_Name__c,cncrgdemo2__Field_Filters__c,cncrgdemo2__Fields_To_Display_1__c,cncrgdemo2__Fields_To_Display_2__c,cncrgdemo2__Fields_To_Display_3__c,cncrgdemo2__Fields_To_Display_4__c,cncrgdemo2__Is_Usual_Object__c,cncrgdemo2__Title_Field__c
a0P0x0000026LBAEA2,,Concierge,00D0x000000AU7AEAW,2020-08-03T19:57:01.000+0000,0050x00000409EYAAY,2020-08-03T19:57:01.000+0000,0050x00000409EYAAY,2020-08-03T19:57:01.000+0000,1,Concierge,,"Summary,",,,,,
